Mon 16 May 2022 08:29:55 AM UTC;ee;first message
Mon 16 May 2022 08:30:22 AM UTC;ee;different Rule chatLog.txt
Mon 16 May 2022 08:31:07 AM UTC;meltsplit;1. No space between field ';'
Mon 16 May 2022 08:31:36 AM UTC;meltsplit;2. No color in chatLog
Mon 16 May 2022 08:34:36 AM UTC;ee;1-- because we should compare username precisely not confuse by spacing
Mon 16 May 2022 08:35:58 AM UTC;ee;2-- because we should assign color by who's text it is.
Mon 16 May 2022 08:36:23 AM UTC;ee;Me -> Green
Mon 16 May 2022 08:36:32 AM UTC;ee;Other -> Blue
Mon 16 May 2022 06:47:58 PM UTC;ee;qwerqwer
Wed 18 May 2022 09:08:31 AM UTC;ee;asdf
Wed 18 May 2022 09:35:26 AM UTC;ee;asdfasdf
Wed 18 May 2022 09:35:36 AM UTC;ee;asdfasdfweqr
Wed 18 May 2022 09:35:38 AM UTC;ee;zxcvxvc
Wed 18 May 2022 09:41:51 AM UTC;ee;asdfasdf
Wed 18 May 2022 09:41:53 AM UTC;ee;aqwerqwer
Wed 18 May 2022 10:21:35 AM UTC;ee;---delete Message---
Wed 18 May 2022 10:50:01 AM UTC;ee;---delete Message---
Wed 18 May 2022 10:50:03 AM UTC;ee;hihihihi
Wed 18 May 2022 10:50:07 AM UTC;ee;byeybeybe
Wed 18 May 2022 10:57:48 AM UTC;meltsplit;---delete Message---
Wed 18 May 2022 10:57:50 AM UTC;meltsplit;---delete Message---
Wed 18 May 2022 10:57:59 AM UTC;meltsplit;---delete Message---
Wed 18 May 2022 10:58:05 AM UTC;meltsplit;---delete Message---
Wed 18 May 2022 11:06:51 AM UTC;ee;---delete Message---
Wed 18 May 2022 11:12:42 AM UTC;ee;/d
Wed 18 May 2022 11:13:29 AM UTC;ee;---delete Message---
Wed 18 May 2022 11:13:30 AM UTC;ee;---delete Message---
Wed 18 May 2022 11:13:32 AM UTC;ee;---delete Message---
Wed 18 May 2022 11:19:51 AM UTC;ee;E
Thu 19 May 2022 05:25:10 AM UTC;bbb;bbb
Thu 19 May 2022 05:25:11 AM UTC;bbb;
