Mon 16 May 2022 08:29:55 AM UTC;ee;first message
Mon 16 May 2022 08:30:22 AM UTC;ee;different Rule chatLog.txt
Mon 16 May 2022 08:31:07 AM UTC;meltsplit;1. No space between field ';'
Mon 16 May 2022 08:31:36 AM UTC;meltsplit;2. No color in chatLog
Mon 16 May 2022 08:34:36 AM UTC;ee;1-- because we should compare username precisely not confuse by spacing
Mon 16 May 2022 08:35:58 AM UTC;ee;2-- because we should assign color by who's text it is.
Mon 16 May 2022 08:36:23 AM UTC;ee;Me -> Green
Mon 16 May 2022 08:36:32 AM UTC;ee;Other -> Blue
Mon 16 May 2022 06:47:58 PM UTC;ee;qwerqwer
Wed 18 May 2022 09:08:31 AM UTC;ee;asdf
Wed 18 May 2022 09:35:26 AM UTC;ee;asdfasdf
Wed 18 May 2022 09:35:36 AM UTC;ee;asdfasdfweqr
Wed 18 May 2022 09:35:38 AM UTC;ee;zxcvxvc
Wed 18 May 2022 09:41:51 AM UTC;ee;asdfasdf
Wed 18 May 2022 09:41:53 AM UTC;ee;aqwerqwer
